,,,,玉ねぎ,1/4個（50g）,3ボウルに（１）のえび、（２）の玉ねぎ、Ａを入れて練り、片栗粉を加えて混ぜ合わせ、直径約２ｃｍのだんご状に丸める。卵白をつけて（２）の食パンをまんべんなくまぶしつける。
,,,,サンドイッチ用食パン,6枚,4油を１７０℃に熱し、4のだんごをきつね色になるまでカラリと揚げる。
,,,,酒,大さじ1,5器に盛り、香菜、レモンを添え、お好みで花椒塩、トマトケチャップなどをつけていただく。
,,,,「瀬戸のほんじお」,小さじ1
,,,,しょうが汁,小さじ1
,,,,卵白,1/2個分
,,,,うま味調味料「味の素®」,少々
,,,,片栗粉,大さじ2
,,,,卵白,少々
,,,,「AJINOMOTO大豆の油健康プラス」,適量
,,,,香菜,適量
,,,,レモン・くし形切り,1/2個
,,,,
えびの中国風泡雪揚げ,154kcal,0.5g,材料（4人分）,えび,12尾,1えびは背ワタを取り、尾のひと節を残して殼をむき、腹の部分に切り込みを入れて　Ａで下味をつける。
,,,,酒,小さじ2,3揚げ油を１６０℃に熱し、（１）のえびの尾を持って（２）の衣をふんわりつけ、焦げないようにゆっくり、衣がふくらんでカリッとするまで揚げる。
,,,,うま味調味料「味の素®」,少々,4器にサラダ菜を敷き、（３）を盛り、飾り切りのトマト・パセリを添える。お好みで花椒塩でいただく。
,,,,「瀬戸のほんじお」,少々
,,,,こしょう,少々
,,,,卵白,2個分
,,,,薄力粉,大さじ3
,,,,片栗粉,大さじ2
,,,,水,適量
,,,,サラダ菜,3枚
,,,,「AJINOMOTOサラダ油」,適量
,,,,トマト・飾り切り,1個
,,,,パセリ,適量
,,,,
れんこんの肉詰め揚げ,178kcal,0.5g,材料（4人分）,れんこん,1節,2むきえびは背ワタを取り、包丁でたたいてすり身にする。
,,,,豚ひき肉,100g,3ボウルにひき肉、（２）のすり身、Ａを加え、よく練る。
,,,,むきえび（小）,100g,4別ボウルに卵白を入れ、Ｂを加え混ぜ合わせ、中華衣を作る。
,,,,卵白,1/2個分,6（５）のれんこんに（４）の中華衣をつけ、１６０℃の揚げ油でゆっくりカラッと揚げる。
,,,,酒,大さじ1,7器に盛ってＣを飾り、花椒塩を添える。
,,,,片栗粉,小さじ1
,,,,しょうゆ,小さじ1/2
,,,,しょうが汁,小さじ1/2
,,,,うま味調味料「味の素®」,少々
,,,,「瀬戸のほんじお」,少々
,,,,片栗粉,適量
,,,,卵白,1・1/2個分
,,,,片栗粉,大さじ6
,,,,水,大さじ6
,,,,「AJINOMOTO大豆の油健康プラス」,適量
,,,,きゅうり・薄切り,適量
,,,,パイナップル缶・半月切り,1枚
,,,,さくらんぼ缶,2個
,,,,花椒塩,少々
,,,,
棒棒鶏（バンバンジー）,454kcal,3g,材料（2人分）,鶏むね肉（皮つき）,1枚（250g）,1鶏肉は室温にもどし、Ａとともに鍋に入れて火にかける。煮立ってきたら、フタをして弱火で１５分ほど蒸し煮してそのまま冷ます。蒸し汁大さじ１を取っておく。
,,,,水,1/2カップ,2（１）の鶏肉は皮をはがして手で食べやすい大きさにほぐす。
,,,,酒,大さじ2,3きゅうりはピーラーで皮をしま目にむき、ひと口大の乱切りにする。
,,,,ねぎの青い部分,5cm,4トマトはタテ半分に切ってヘタを取り、１ｃｍ幅のくし形に切る。
,,,,しょうがの皮,少々,5ボウルに練りごま、砂糖を入れて混ぜ、酢を少しずつ加えて混ぜる。なめらかになったら、しょうゆを加えて混ぜ、さらにＢを加えて混ぜ合わせ、たれを作る。
,,,,「瀬戸のほんじお」,少々,6器に（４）のトマト、（３）のきゅうりを敷き、（２）の蒸し鶏をのせて、（５）のたれをかける。
,,,,きゅうり,2本
,,,,トマト,1個
,,,,練り白ごま・クリームタイプ,大さじ4
,,,,砂糖,大さじ1
,,,,酢,大さじ3
,,,,しょうゆ,大さじ2
,,,,ねぎのみじん切り,大さじ4
,,,,しょうがのみじん切り,小さじ1
,,,,鶏肉の蒸し汁,大さじ1
,,,,うま味調味料「味の素®」,少々
,,,,
きゅうりのラー油漬け,82kcal,0.7g,材料（4人分）,きゅうり,2本,2赤唐がらしはヘタと種を取り、小口切りにする。
,,,,赤唐がらし（乾）,1本,3バットに3のきゅうりを並べ、（２）の赤唐がらし・しょうがを散らす。
,,,,しょうがのせん切り,少々,4鍋にＡを入れて火にかけ、ひと煮立ちさせて4に注ぎ、そのまま漬けておく。
,,,,しょうがのせん切り,1かけ分
,,,,酢,大さじ4
,,,,砂糖,大さじ4
,,,,しょうゆ,大さじ1
,,,,「AJINOMOTOごま油好きの純正ごま油」,小さじ2
,,,,ラー油,小さじ1
,,,,
中国風彩りおこわ,417kcal,2.6g,材料（4人分）,もち米,3カップ,3フライパンに油大さじ１を熱し、（２）の豚肉・たけのこ・にんじん・しいたけを入れて炒め、Ａで味をつけ、いったん取り出す。
,,,,豚もも肉・かたまり,200g,4フライパンに油大さじ１を熱し、（１）のもち米を入れて炒め、（３）の具を戻し入れて炒め合わせ、しょうゆを加えて混ぜる。
,,,,ゆでたけのこ,1/2本（75g）,5せいろにふきんを敷き（４）を広げ、中央をくぼませる。
,,,,にんじん,1/3本,7蒸し上がったら、グリンピースを散らす。
,,,,干ししいたけ,4枚
,,,,酒,大さじ1
,,,,「丸鶏がらスープ」,大さじ1
,,,,砂糖,小さじ1
,,,,「瀬戸のほんじお」,小さじ1/2
,,,,しょうゆ,大さじ1・1/2
,,,,「AJINOMOTO大豆の油健康プラス」,適量
,,,,グリンピース水煮缶,大さじ3
,,,,
五目チャ－ハン,545kcal,3.9g,材料（4人分）,ご飯,800g,2ボウルにＡを混ぜ合わせ、卵液を作る。
,,,,焼き豚,150g,3フライパンに油大さじ１を熱し、（２）の卵液を流し入れ、強火で手早くかき混ぜてふんわりしたいり卵を作り、器に取り出す。
,,,,ゆでたけのこ,1/2本（75g）,4再びフライパンに油大さじ２を熱し、Ｂを炒め、（１）の焼き豚・たけのこ・干ししいたけの順に加えて炒め、塩・こしょうで下味をつける。
,,,,干ししいたけ,4枚,5ご飯を加えてほぐしながらよく炒め、（３）のいり卵を加えてＣで味つけし、全体に軽く混ぜ合わせる。
,,,,卵,2個,6器に盛り、小ねぎを散らす。
,,,,「瀬戸のほんじお」,小さじ1/2
,,,,こしょう,少々
,,,,ねぎ・みじん切り,1/3本分
,,,,しょうが・みじん切り,1かけ分
,,,,「瀬戸のほんじお」,少々
,,,,こしょう,少々
,,,,「丸鶏がらスープ」,大さじ1・1/2
,,,,酒,大さじ2
,,,,しょうゆ,小さじ2
,,,,「瀬戸のほんじお」,小さじ1/3
,,,,こしょう,少々
,,,,「AJINOMOTO大豆の油健康プラス」,大さじ3
,,,,小ねぎ・小口切り,適量
,,,,
ラーメン,374kcal,3.7g,材料（4人分）,中華めん,4玉,2もやしは根を取ってサッとゆで、ねぎは斜め薄切りにする。
,,,,もやし,1/2袋,4（１）のスープをかけ、（２）のもやし・ねぎ、焼き豚、メンマをのせる。
,,,,ねぎ,1/2本
,,,,焼き豚,8枚
,,,,味つきメンマ,20g
,,,,酒,大さじ4
,,,,しょうゆ,大さじ3
,,,,「丸鶏がらスープ」,大さじ2・1/2
,,,,「AJINOMOTOごま油好きの純正ごま油」,小さじ1
,,,,「瀬戸のほんじお」,小さじ1/3
,,,,こしょう,少々
,,,,水,6カップ
,,,,
冷やし中華,459kcal,3.2g,材料（4人分）,中華生めん,4玉,1卵は薄く焼き、錦糸卵にする。
,,,,卵,2個,2きゅうりは板ずりし、きくらげはぬるま湯でもどす。焼き豚とともにそれぞれ細切りにする。
,,,,きゅうり,2本,3Ａは混ぜ合わせて、冷蔵庫で冷やし、たれを作る。
,,,,焼き豚,150g,5器に（４）のめんを盛り、（１）の錦糸卵、（２）のきゅうり・きくらげ・焼き豚、紅しょうがを飾り、（３）のたれをかけ、ごまをふる。
,,,,きくらげ,4枚
,,,,水,1/2カップ
,,,,酢,1/3カップ
,,,,しょうゆ,大さじ4
,,,,砂糖,大さじ4
,,,,「AJINOMOTOごま油好きの純正ごま油」,小さじ2
,,,,「丸鶏がらスープ」,小さじ1
,,,,「AJINOMOTOごま油好きの純正ごま油」,適量
,,,,いり白ごま,適量
,,,,紅しょうが,適量
,,,,
汁ビーフン,285kcal,3.8g,材料（4人分）,ビーフン,200g,2豚肉はひと口大に切る。白菜は葉と芯に分け、葉は約５ｃｍ長さに切り、芯の部分はそぎ切りにする。
,,,,豚薄切り肉,150g,3さやえんどうはスジを取り、にんじん、たけのこは短冊切りにする。さやえんどう、にんじんはサッとゆでる。しいたけは薄切りにする。きくらげはもどして（時間外）３等分に切る。
,,,,白菜,2枚,6器に盛り、（４）をのせる。
,,,,さやえんどう,8枚
,,,,しいたけ,4枚
,,,,にんじん,1/4本
,,,,ゆでたけのこ,1/4本（40g）
,,,,きくらげ,2枚
,,,,おろししょうが,小さじ2
,,,,水,1カップ
,,,,酒,大さじ2
,,,,しょうゆ,小さじ1・1/2
,,,,「丸鶏がらスープ」,小さじ1/2
,,,,水,大さじ1/2
,,,,片栗粉,大さじ1/2
,,,,水,6カップ
,,,,「丸鶏がらスープ」,大さじ2
,,,,しょうゆ,小さじ1・1/2
,,,,「瀬戸のほんじお」,小さじ1
,,,,こしょう,少々
,,,,「AJINOMOTOごま油好きの純正ごま油」,小さじ1
,,,,
本格酸辣湯,95kcal,3.2g,材料（4人分）,豚薄切り肉,80g,1豚肉はひと口大に切る。
,,,,絹ごし豆腐,1/3丁,3たけのこはくし形切りにし、きくらげはもどして（時間外）せん切りにする。にんじんは短冊切りにし、かためにゆでる。わけぎは斜め切りにする。
,,,,ゆでたけのこ,80g,4鍋にＡを入れて火にかけ、煮立ったら、（１）の豚肉、（３）のたけのこ・きくらげ・にんじんを加えて煮る。
,,,,にんじん,1/3本
,,,,きくらげ,2枚
,,,,わけぎ,1本
,,,,溶き卵,1個分
,,,,水,5カップ
,,,,「丸鶏がらスープ」,大さじ1・1/2
,,,,しょうゆ,大さじ1
,,,,「瀬戸のほんじお」,小さじ1
,,,,こしょう,少々
,,,,水,大さじ1・1/2
,,,,片栗粉,大さじ1・1/2
,,,,酢,大さじ1
,,,,
中国風わかめとささ身のス－プ,55kcal,2.6g,材料（4人分）,生わかめ,40g,1わかめは食べやすい大きさに切る。
,,,,鶏ささ身,3本（120g）,2ささ身はスジを取って薄いそぎ切りにする。小ねぎは小口切りにする。
,,,,しょうが・せん切り,20g,3鍋にＡを煮立て、（２）のささ身、しょうがを入れ、再び煮立ったらアクを取り、　ささ身に火が通るまで少し煮る。
,,,,小ねぎ,1本,4（１）のわかめを加えてＢで味つけし、（２）の小ねぎを加え、ごま油をたらす。
,,,,「丸鶏がらスープ」,大さじ1・2/3
,,,,水,5カップ
,,,,酒,大さじ2
,,,,しょうゆ,小さじ2
,,,,「瀬戸のほんじお」,小さじ1/2
,,,,「AJINOMOTOごま油好きの純正ごま油」,小さじ1
,,,,
中国風鍋,423kcal,2.4g,材料（4人分）,鶏もも肉,600g,2たけのこは薄切りにする。
,,,,ゆでたけのこ・小,1個（50g）,4中国ハムは蒸してから薄切りにする。
,,,,干し帆立貝柱,4個（32g）
,,,,干ししいたけ,4枚
,,,,中国ハム,50g
,,,,えびだんご,4個
,,,,うずらの卵の水煮缶,8個
,,,,さやえんどう,12枚
,,,,「丸鶏がらスープ」,大さじ1
,,,,「瀬戸のほんじお」,小さじ2/3
,,,,うま味調味料「味の素®」,少々
,,,,こしょう,少々
,,,,水,5カップ
,,,,片栗粉,適量
,,,,水,少々
,,,,鶏油,少々
,,,,
ナムル3種盛り,91kcal,2.6g,材料（4人分）,大豆もやし,140g,1ほうれん草は塩ゆでして５ｃｍ長さに切り、豆もやしは根を取り、サッとゆでる。
,,,,ほうれん草,3/4束（160g）,4器に（２）のほうれん草・豆もやし、（３）のぜんまいの汁気をきって盛り合わせ、ごま、糸唐がらしを散らす。
,,,,ぜんまいの水煮,200g
,,,,しょうゆ,大さじ2・1/2
,,,,砂糖,大さじ1
,,,,酢,大さじ1
,,,,すり白ごま,小さじ2
,,,,にんにく・みじん切り,小さじ1/2
,,,,粉唐がらし,少々
,,,,うま味調味料「味の素®」,少々
,,,,「AJINOMOTOごま油好きの純正ごま油」,少々
,,,,しょうゆ,大さじ1・1/2
,,,,砂糖,小さじ2
,,,,あさつき・みじん切り,小さじ2
,,,,すり白ごま,小さじ1・1/2
,,,,にんにく・みじん切り,小さじ1/3
,,,,粉唐がらし,少々
,,,,うま味調味料「味の素®」,少々
,,,,「AJINOMOTOごま油好きの純正ごま油」,小さじ2
,,,,いり白ごま,少々
,,,,糸唐がらし,少々
,,,,
トムヤムクンスープ,223kcal,1.2g,材料（6人分）,えび,12尾,1えびは尾を残して殻をむき、「味の素®」をふる。
,,,,うま味調味料「味の素®」,少々,2鍋に（１）のえびの殻、Ａを入れて煮立て、こす（出き上がりカップ４）。
,,,,ふくろたけ水煮缶,1/2缶,3鍋に（２）のスープ、Ｂを入れて煮立て、Ｃで味を調える。（１）のえび、ふくろだけを加えて煮、コリアンダーの葉を散らす。
,,,,コリアンダー,少々
,,,,水,5カップ
,,,,トムヤムスープの素,適量
,,,,レモングラス,少々
,,,,プリッキーヌ,少々
,,,,バイマックル（こぶみかんの葉）,少々
,,,,レモン汁,1/2個分
,,,,ナンプラー,大さじ2
,,,,コリアンダー,少々
,,,,
たっぷり野菜の豆腐チゲ,295kcal,3.4g,材料（4人分）,木綿豆腐,2丁,1Ａを混ぜ合わせる。
,,,,豚バラ薄切り肉,100g,2豆腐・豚肉は食べやすい大きさに切る。キムチは４ｃｍ長さに切る。もやしは根を取る。玉ねぎは薄切り、にら・春菊は５ｃｍ長さに切る。　
,,,,白菜キムチ,100g,3鍋を熱し、（２）の豚肉をから炒りし、脂が出てきたら（２）のキムチ・玉ねぎを加え軽く炒め　Ｂを加え、玉ねぎがやわらかくなるまで煮る。
,,,,もやし,1袋,4豆腐を重ならないように並べ（１）をかけ、（２）の春菊を中央にのせ、フタをしてグツグツと煮、豆腐に味が含んだら、（２）のもやし・にらを加えて煮る。
,,,,玉ねぎ,1/2個（100g）
,,,,にら,1束
,,,,春菊,1/2束
,,,,しょうゆ,大さじ3
,,,,「AJINOMOTOごま油好きの純正ごま油」,大さじ1
,,,,粉唐がらし,大さじ1・1/2
,,,,ねぎ・みじん切り,大さじ1
,,,,にんにく・みじん切り,小さじ1
,,,,すりごま,少々
,,,,こしょう,少々
,,,,「丸鶏がらスープ」,小さじ2
,,,,水,2カップ
,,,,
タイしゃぶ,293kcal,3.9g,材料（4人分）,たらばがにの足,200g,2えのきだけは根元を切ってほぐし、ほうれん草は４等分に切る。香菜は４～５ｃｍ長さに切り、キャベツはザク切りにする。
,,,,えび,8尾,3春雨はぬるま湯につけてもどし、食べやすい長さに切る。
,,,,いか,1/3杯分（120g）,4Ａはミキサーにかける。Ｂは混ぜ合わせて、それぞれつけだれを作る。
,,,,かき（むき身）,120g
,,,,牛肩ロース薄切り肉,100g
,,,,えのきだけ,1袋
,,,,ほうれん草,1/2束（100g）
,,,,香菜,2株
,,,,キャベツ,1/8個
,,,,緑豆春雨,100g
,,,,らっきょうの甘酢漬け・みじん切り,5個
,,,,砂糖,小さじ1/2
,,,,うま味調味料「味の素®」,少々
,,,,ナンプラー,適量
,,,,青唐がらし・みじん切り,適量
,,,,「味の素KKコンソメチキン」固形タイプ,3個
,,,,水,5カップ
,,,,
本格カレーピラフ,537kcal,1.2g,材料（4人分）,米,2・1/2カップ,2玉ねぎ、にんじんは７ｍｍ角の色紙切りにし、ピーマンは１ｃｍ角に切る。干しぶどうは湯通しをする。にんにくはみじん切りにする。
,,,,牛ひき肉,200g,3鍋にバターを溶かし、（２）のにんにく・玉ねぎ、ひき肉を炒め、肉の色が変わったら、（１）の米、（２）のピーマン・にんじんを加えてさらに炒める。
,,,,玉ねぎ,1/2個（100g）,5器に盛り、パセリを散らす。
,,,,にんじん,1/3本
,,,,ピーマン,1個（35g）
,,,,干しぶどう,大さじ2
,,,,にんにく,1/3かけ
,,,,バター,大さじ1
,,,,カレー粉,大さじ1・1/2
,,,,「瀬戸のほんじお」,少々
,,,,こしょう,少々
,,,,「味の素KKコンソメ」固形タイプ,1・1/2個
,,,,水,2・2/3カップ
,,,,パセリのみじん切り,小さじ1
,,,,
かぼちゃの煮物,82kcal,0.6g,材料（4人分）,かぼちゃ,400g,1かぼちゃは種とワタを取り、ところどころ皮をむき、タテ３ｃｍ幅のくし形に切り、ヨコ３等分に切る。
,,,,水,1カップ,2鍋にＡ、（１）のかぼちゃを入れてフタをして煮立ったら、中火で１０分ほど煮る。Ｂを加え、かぼちゃがやわらかくなり、味が煮含まれるまで弱火で煮る。
,,,,「ほんだしいりこだし」8gスティック,1/2本
,,,,砂糖,大さじ1
,,,,しょうゆ,小さじ1
,,,,
いっぱい食べてね！びっくり玉手箱弁当,445kcal,1.7g,材料（1人分）,味の素冷凍食品KK「やわらか若鶏から揚げボリュームパック」,3個,1「やわらか若鶏から揚げ」は表示通りに電子レンジで加熱し、半分の大きさに切る。
,,,,溶き卵,1個分,2合わせたＡで、いり卵を作る。
,,,,玉ねぎ・薄切り,1/4個（50g）,3さやいんげんは電子レンジ（６００Ｗ）で１０～２０秒加熱し、３ｃｍ長さの斜め切りにする。
,,,,めんつゆ（ストレートタイプ）,大さじ1,4お弁当箱にご飯半量を詰め、（１）の「やわらか若鶏から揚げ」、ちぎった焼きのりを散らし、残りのご飯を詰め、（２）のいり卵をのせ、（３）のさやいんげんをのせる。
,,,,さやいんげん,2本
,,,,焼きのり,1/4枚
,,,,ご飯・子供用ご飯茶碗,1・1/2杯分
,,,,
アロハ～！ハワイアン弁当,318kcal,2.1g,材料（1人分）,味の素冷凍食品KK「具だくさんエビピラフ」,1/4袋,1耐熱容器に「具だくさんエビピラフ」を入れ、ラップをかけ、電子レンジ（６００Ｗ）で約２分加熱する。
,,,,味の素冷凍食品KK「レモンとバジルのチキン香り揚げ」,2・1/3個,2「レモンとバジルのチキン香り揚げ」は、電子レンジで表示通りに加熱する。
,,,,サニーレタス,1枚,3サニーレタスは半分にちぎり、パイナップルは汁気を拭き取り、半分に切る。
,,,,パイナップル缶,1/2枚,4フライパンに油を熱し、うずら卵を割り入れ、目玉焼きを作る。
,,,,うずらの卵,1個,5お弁当箱に（３）のサニーレタスを敷いて（１）の「エビピラフ」を盛る。
,,,,ミニトマト,1個,6（２）の「レモンとバジルのチキン香り揚げ」、（４）のパイナップル、　　（５）の目玉焼きをのせ、ミニトマトを添える。
,,,,「AJINOMOTO大豆の油健康プラス」,小さじ1
,,,,
びっくり！ピラフいなり弁当,369kcal,3.5g,材料（1人分）,味の素冷凍食品KK「具だくさんエビピラフ」,1/4袋,1耐熱容器に「エビピラフ」を入れ、ラップをかけて表示通りに電子レンジで加熱する。
,,,,味の素冷凍食品KK「プリプリのエビシューマイ」,2個,2「プリプリのエビシュ－マイ」は表示通り電子レンジで加熱し、串に刺す。
,,,,油揚げ,1枚,3油揚げは熱湯をかけて油抜きし、半分に切って袋状にする。
,,,,「ほんだし」,小さじ1/3,4鍋に「ほんだし」、Ａを入れて煮立て、（３）の油揚げを加えて煮る。
,,,,砂糖,大さじ1,5（４）の油揚げに（１）の「エビピラフ」を入れ、形を整え、ピラフいなりを作る。
,,,,しょうゆ,小さじ2,6お弁当箱に（５）のいなり、（２）の「プリプリのエビシュ－マイ」、ミニトマト、サラダ菜を詰める。
,,,,水,1/2カップ
,,,,ミニトマト,2個
,,,,サラダ菜,1枚
,,,,
ブロッコリーとハンバーグのナポリタン風,466kcal,3.9g,材料（1人分）,冷凍ハンバーグ,2個（50g）,1冷凍ハンバーグは表示通りに電子レンジで加熱し、ひと口大に切る。
,,,,ブロッコリー,4房（60g）,3フライパンに油を熱し、（１）のハンバーグ、（２）のブロッコリー・スパゲッティを炒め合わせ、Ａで調味する。
,,,,スパゲッティ,60g,4りんご、キウイは１ｃｍ角に切り、プレーンヨーグルトとあえる。
,,,,トマトケチャップ,大さじ1・1/2,5お弁当箱に（３）を詰め、（４）、容器に入れたトマトケチャップを添える。
,,,,「瀬戸のほんじお」,少々
,,,,こしょう,少々
,,,,りんご,1/8個
,,,,キウイ,1/4個
,,,,プレーンヨーグルト,大さじ2
,,,,「AJINOMOTO大豆の油健康プラス」,小さじ1
,,,,トマトケチャップ・持参用,適量
,,,,
スパイスチーズハンバーグ,199kcal,1.1g,材料（2人分）,冷凍ハンバーグ,6個（150g）,1耐熱容器に凍ったままのハンバーグを盛り、スライスチーズをのせ、パセリ、こしょうをふる。
,,,,スライスチーズ,1・1/2枚,2電子レンジ（６００Ｗ）で２分３０秒ほど加熱し、レモンを添える。
,,,,パセリのみじん切り,大さじ1
,,,,こしょう,少々
,,,,レモン,1/8個
,,,,
アッツアツ！餃子ピザ風グリル,202kcal,1.4g,材料（3人分）,味の素冷凍食品KK「ギョーザ」,12個,1フライパンに「ギョ－ザ」を並べて、表示通りに焼く。
,,,,トマト,1/2個,2トマトは薄切りにし、ピーマンは輪切りする。
,,,,ピーマン,1個（35g）,3耐熱容器に（１）の「ギョ－ザ」、（２）のトマト・ピーマンをのせてチーズを散らし、オーブントースターでこんがりと焼く。器に盛り、パセリを添える。
,,,,ミックスチーズ,大さじ3
,,,,パセリ,適量
,,,,
クイック！若鶏南蛮漬け,118kcal,1.4g,材料（3人分）,味の素冷凍食品KK「やわらか若鶏から揚げボリュームパック」,6個,1「やわらか若鶏から揚げ」は、表示通りに電子レンジで加熱する。
,,,,ねぎ,1/3本,2ねぎは斜め薄切りにする。
,,,,赤唐がらし（乾）,1本,3赤唐がらしは種を取り除き、小口切りにする。
,,,,ポン酢しょうゆ,大さじ2・1/2,4ポン酢しょうゆ、（３）の赤唐がらしを合わせる。
,,,,
アッツアツから揚げのめんたいソースかけ,248kcal,2.8g,材料（1人分）,味の素冷凍食品KK「やわらか若鶏から揚げボリュームパック」,3個,1「やわらか若鶏から揚げ」は、表示通りに電子レンジで加熱し、そぎ切りにする。
,,,,からし明太子,1/2腹,2からし明太子は皮からはずし、Ａと混ぜ合わせ、めんたいソースを作る。
,,,,小ねぎ,1本,3小ねぎは小口切りにする。
,,,,牛乳,大さじ1,4器に（１）の「やわらか若鶏から揚げ」を盛り、（２）のめんたいソースをかけ、　　（３）の小ねぎを散らす。
,,,,「ピュアセレクトマヨネーズ」,大さじ1/2
,,,,「瀬戸のほんじお」,少々
,,,,こしょう,少々
,,,,
鶏とねぎの梅肉あえ,209kcal,5.6g,材料（1人分）,味の素冷凍食品KK「やわらか若鶏から揚げボリュームパック」,3個,1「やわらか若鶏から揚げ」は、表示通りに電子レンジで加熱し、半分に切る。
,,,,梅干し,1個,2梅干しは種を取り除き、包丁でたたく。
,,,,ねぎ,1/8本,3ねぎは斜め薄切りにする。
,,,,しょうゆ,大さじ1・1/2,4（２）の梅干し、Ａを混ぜ合わせ、（１）の「やわらか若鶏から揚げ」をあえる。
,,,,酒,小さじ1,5器に盛って（３）のねぎを天盛りにし、白ごまをふる。
,,,,削り節,少々
,,,,いり白ごま,小さじ1/2
,,,,
パリパリおこげ風あんかけ,214kcal,2.8g,材料（1人分）,味の素冷凍食品KK「野菜たっぷり中華丼の具」（2個入り）,1個,1「野菜たっぷり中華丼の具」は、表示通りに電子レンジで加熱する。
,,,,餃子の皮,4枚,2餃子の皮はオーブントースターでパリパリに焼く。
,,,,
